,loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,dti,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_util,total_acc,int_rate_groups,open_acc_groups,revol_util_groups,total_acc_groups,annual_inc_groups,installment_groups,loan_amnt_groups
24534,12000,12000, 36 months,11.86,397.77,B,B5,3,RENT,50000.0,Source Verified,Oct-10,Charged Off,debt_consolidation,21.26,Oct-05,0,11,0,28.1,20,9%-13%,10-19,20-40,20-37,58k-85k,274-403,10k-15k
24546,2500,2500, 36 months,7.14,77.36,A,A3,1,RENT,26592.0,Source Verified,Oct-10,Charged Off,debt_consolidation,3.61,May-01,1,6,0,0.0,24,5%-9%,2-10,0-20,20-37,31k-58k,14-145,0-5k
24552,15000,9525, 60 months,8.88,197.17,B,B1,10,MORTGAGE,42000.0,Source Verified,Oct-10,Charged Off,small_business,1.31,Aug-94,5,11,0,33.9,23,5%-9%,10-19,20-40,20-37,31k-58k,145-274,10k-15k
24570,7750,7750, 60 months,15.21,185.23,D,D2,0,RENT,19992.0,Verified,Oct-10,Charged Off,debt_consolidation,16.87,Jul-01,1,14,0,21.2,17,13%-17%,10-19,20-40,2-20,3k-31k,145-274,5k-10k
24571,25000,15700, 60 months,10.36,336.37,B,B5,10,MORTGAGE,40000.0,Verified,Oct-10,Charged Off,home_improvement,16.26,Jan-95,1,6,0,28.9,29,9%-13%,2-10,20-40,20-37,31k-58k,274-403,20k-25k
24577,5000,5000, 36 months,13.23,169.03,C,C1,6,MORTGAGE,60000.0,Not Verified,Oct-10,Charged Off,small_business,5.66,Dec-01,1,8,0,19.8,18,13%-17%,2-10,0-20,2-20,58k-85k,145-274,0-5k
24579,22400,18400, 36 months,14.72,635.33,C,C5,0,RENT,45000.0,Source Verified,Oct-10,Charged Off,credit_card,7.79,Nov-97,0,9,0,38.9,29,13%-17%,2-10,20-40,20-37,31k-58k,531-660,20k-25k
24582,7500,7500, 60 months,11.49,164.91,B,B4,2,RENT,21552.0,Verified,Oct-10,Charged Off,car,4.57,Nov-00,0,7,0,0.0,8,9%-13%,2-10,0-20,2-20,3k-31k,145-274,5k-10k
24583,4800,4800, 36 months,14.84,166.02,D,D1,2,RENT,30000.0,Verified,Oct-10,Charged Off,moving,0.0,Feb-93,0,4,0,0.0,9,13%-17%,2-10,0-20,2-20,31k-58k,145-274,0-5k
24588,15000,14175, 60 months,11.86,314.32,B,B5,6,RENT,50000.0,Not Verified,Oct-10,Charged Off,debt_consolidation,19.08,Jun-04,1,7,0,71.9,33,9%-13%,2-10,60-80,20-37,58k-85k,274-403,10k-15k
24608,5500,5500, 60 months,13.23,125.8,C,C1,3,RENT,27398.4,Source Verified,Oct-10,Charged Off,credit_card,24.84,Mar-06,1,6,0,40.4,9,13%-17%,2-10,40-60,2-20,31k-58k,14-145,5k-10k
24609,13750,13750, 60 months,16.32,336.72,D,D5,2,OWN,36000.0,Source Verified,Oct-10,Charged Off,debt_consolidation,21.77,May-00,0,10,0,79.4,16,13%-17%,2-10,60-80,2-20,31k-58k,274-403,10k-15k
24612,6000,6000, 60 months,20.16,159.5,G,G1,10,RENT,24000.0,Source Verified,Oct-10,Charged Off,debt_consolidation,4.5,Jun-03,0,3,0,95.4,9,17%-21%,2-10,80-100,2-20,3k-31k,145-274,5k-10k
24616,9925,9925, 36 months,15.58,346.88,D,D3,7,MORTGAGE,63655.0,Source Verified,Oct-10,Charged Off,debt_consolidation,15.35,Mar-89,0,5,0,41.2,23,13%-17%,2-10,40-60,20-37,58k-85k,274-403,5k-10k
24618,5200,5200, 36 months,11.86,172.37,B,B5,0,RENT,21600.0,Not Verified,Oct-10,Charged Off,debt_consolidation,17.5,Nov-00,0,8,0,37.7,11,9%-13%,2-10,20-40,2-20,3k-31k,145-274,0-5k
24630,13000,13000, 60 months,16.82,321.83,E,E2,9,MORTGAGE,42000.0,Not Verified,Oct-10,Charged Off,debt_consolidation,24.66,Aug-96,3,8,0,96.7,17,17%-21%,2-10,80-100,2-20,31k-58k,274-403,10k-15k
24648,6000,6000, 36 months,11.86,198.89,B,B5,10,RENT,27000.0,Not Verified,Oct-10,Charged Off,small_business,14.22,Dec-00,1,11,1,73.0,20,9%-13%,10-19,60-80,20-37,31k-58k,145-274,5k-10k
24660,7200,7200, 60 months,16.32,176.32,D,D5,4,RENT,19800.0,Verified,Oct-10,Charged Off,major_purchase,12.67,Jul-06,2,3,0,84.9,9,13%-17%,2-10,80-100,2-20,3k-31k,145-274,5k-10k
24665,12000,12000, 36 months,7.88,375.38,A,A5,10,MORTGAGE,26004.0,Verified,Oct-10,Charged Off,debt_consolidation,7.34,Nov-96,1,9,0,37.3,14,5%-9%,2-10,20-40,2-20,3k-31k,274-403,10k-15k
24675,8000,8000, 36 months,15.21,278.15,D,D2,6,RENT,50000.0,Source Verified,Oct-10,Charged Off,debt_consolidation,14.54,Feb-03,1,12,0,57.5,21,13%-17%,10-19,40-60,20-37,58k-85k,274-403,5k-10k
24688,25000,16125, 60 months,19.04,418.65,F,F3,10,RENT,63600.0,Source Verified,Oct-10,Charged Off,credit_card,8.23,Oct-77,0,4,0,67.3,22,17%-21%,2-10,60-80,20-37,58k-85k,403-531,20k-25k
24698,4000,4000, 60 months,11.49,87.96,B,B4,10,RENT,15000.0,Not Verified,Oct-10,Charged Off,other,0.0,May-75,5,22,0,0.0,43,9%-13%,19-27,0-20,37-55,3k-31k,14-145,0-5k
24701,16400,16400, 36 months,13.98,560.36,C,C3,5,OWN,54996.0,Verified,Oct-10,Charged Off,debt_consolidation,22.39,Sep-62,0,11,0,45.1,57,13%-17%,10-19,40-60,55-74,58k-85k,531-660,15k-20k
24702,1200,1200, 60 months,13.61,27.68,C,C2,10,OWN,14400.0,Source Verified,Oct-10,Charged Off,debt_consolidation,24.33,Sep-05,1,9,0,57.8,14,13%-17%,2-10,40-60,2-20,3k-31k,14-145,0-5k
24709,1500,1500, 36 months,11.86,49.73,B,B5,0,RENT,24000.0,Source Verified,Oct-10,Charged Off,debt_consolidation,14.8,Apr-97,2,2,0,93.4,5,9%-13%,2-10,80-100,2-20,3k-31k,14-145,0-5k
24711,4000,4000, 60 months,15.95,97.17,D,D4,9,RENT,26400.0,Source Verified,Oct-10,Charged Off,car,3.77,Aug-02,0,8,0,38.1,12,13%-17%,2-10,20-40,2-20,31k-58k,14-145,0-5k
24720,16000,16000, 60 months,17.19,399.28,E,E3,3,RENT,56000.0,Source Verified,Oct-10,Charged Off,debt_consolidation,18.62,Feb-04,1,6,0,95.2,14,17%-21%,2-10,80-100,2-20,58k-85k,274-403,15k-20k
24731,25000,17500, 60 months,13.23,400.25,C,C1,10,MORTGAGE,49068.0,Verified,Oct-10,Charged Off,home_improvement,12.18,Mar-91,0,5,0,57.8,12,13%-17%,2-10,40-60,2-20,58k-85k,274-403,20k-25k
24732,2000,2000, 60 months,16.32,48.98,D,D5,3,RENT,42000.0,Not Verified,Oct-10,Charged Off,debt_consolidation,24.2,Sep-02,2,9,0,79.2,26,13%-17%,2-10,60-80,20-37,31k-58k,14-145,0-5k
24735,5000,5000, 60 months,13.61,115.34,C,C2,3,RENT,45000.0,Verified,Oct-10,Charged Off,other,21.81,Nov-00,2,10,0,0.0,16,13%-17%,2-10,0-20,2-20,31k-58k,14-145,0-5k
24736,10000,10000, 36 months,7.51,311.11,A,A4,0,RENT,31000.0,Verified,Oct-10,Charged Off,debt_consolidation,24.46,Sep-00,1,11,0,32.3,50,5%-9%,10-19,20-40,37-55,31k-58k,274-403,5k-10k
24744,7000,7000, 60 months,15.95,170.05,D,D4,10,RENT,28800.0,Not Verified,Oct-10,Charged Off,debt_consolidation,19.96,Jul-97,0,10,1,74.1,21,13%-17%,2-10,60-80,20-37,31k-58k,145-274,5k-10k
24749,3500,3500, 36 months,14.84,121.06,D,D1,10,MORTGAGE,96000.0,Verified,Oct-10,Charged Off,medical,20.4,Jun-98,1,7,0,75.6,31,13%-17%,2-10,60-80,20-37,112k-140k,14-145,0-5k
24776,9000,9000, 60 months,7.88,181.98,A,A5,0,RENT,20400.0,Source Verified,Oct-10,Charged Off,major_purchase,4.06,Feb-00,0,6,0,13.6,9,5%-9%,2-10,0-20,2-20,3k-31k,145-274,5k-10k
24778,3850,3850, 60 months,10.75,83.23,B,B2,0,RENT,20796.0,Source Verified,Oct-10,Charged Off,other,12.12,Nov-04,0,11,0,37.0,26,9%-13%,10-19,20-40,20-37,3k-31k,14-145,0-5k
24779,2400,2400, 36 months,11.49,79.14,B,B4,7,RENT,46800.0,Source Verified,Oct-10,Charged Off,debt_consolidation,6.49,Nov-99,0,7,0,46.9,9,9%-13%,2-10,40-60,2-20,31k-58k,14-145,0-5k
24805,6000,6000, 36 months,7.88,187.69,A,A5,10,MORTGAGE,35000.0,Not Verified,Oct-10,Charged Off,debt_consolidation,20.16,Apr-91,0,10,0,68.5,28,5%-9%,2-10,60-80,20-37,31k-58k,145-274,5k-10k
24808,25000,18925, 36 months,16.82,673.04,E,E2,3,RENT,60000.0,Verified,Oct-10,Charged Off,small_business,1.92,Apr-05,3,3,0,81.4,6,17%-21%,2-10,80-100,2-20,58k-85k,660-789,20k-25k
24812,6400,6400, 60 months,15.21,152.97,D,D2,4,RENT,35000.0,Verified,Oct-10,Charged Off,debt_consolidation,12.75,Nov-96,2,14,1,46.5,19,13%-17%,10-19,40-60,2-20,31k-58k,145-274,5k-10k
24844,23000,23000, 36 months,14.84,795.51,D,D1,10,MORTGAGE,53000.0,Verified,Oct-10,Charged Off,debt_consolidation,19.29,Mar-91,0,11,0,72.2,33,13%-17%,10-19,60-80,20-37,58k-85k,789-918,20k-25k
24846,11000,11000, 60 months,11.49,241.87,B,B4,3,RENT,28560.0,Not Verified,Oct-10,Charged Off,car,1.68,Jun-06,3,6,0,11.1,9,9%-13%,2-10,0-20,2-20,31k-58k,145-274,10k-15k
24868,12250,10100, 60 months,13.98,234.91,C,C3,3,OWN,34000.0,Not Verified,Oct-10,Charged Off,debt_consolidation,22.55,Mar-04,0,10,0,61.4,13,13%-17%,2-10,60-80,2-20,31k-58k,145-274,10k-15k
24874,20000,20000, 60 months,13.23,457.42,C,C1,6,RENT,110000.0,Verified,Oct-10,Charged Off,debt_consolidation,23.98,Nov-95,3,17,0,70.3,39,13%-17%,10-19,60-80,37-55,112k-140k,403-531,15k-20k
24879,10800,10800, 60 months,17.19,269.52,E,E3,4,MORTGAGE,75000.0,Source Verified,Oct-10,Charged Off,debt_consolidation,14.32,Jul-05,2,17,0,37.4,21,17%-21%,10-19,20-40,20-37,85k-112k,145-274,10k-15k
24881,1000,1000, 36 months,16.32,35.32,D,D5,3,RENT,14400.0,Not Verified,Oct-10,Charged Off,debt_consolidation,5.33,May-07,0,5,0,76.8,11,13%-17%,2-10,60-80,2-20,3k-31k,14-145,0-5k
24885,9000,9000, 36 months,14.84,311.29,D,D1,10,MORTGAGE,31000.0,Source Verified,Oct-10,Charged Off,debt_consolidation,9.52,Jan-95,3,7,0,88.6,14,13%-17%,2-10,80-100,2-20,31k-58k,274-403,5k-10k
24902,16000,16000, 60 months,16.45,392.93,E,E1,5,RENT,60000.0,Not Verified,Oct-10,Charged Off,debt_consolidation,16.6,Mar-99,0,4,0,92.6,11,13%-17%,2-10,80-100,2-20,58k-85k,274-403,15k-20k
24910,8000,8000, 60 months,11.49,175.91,B,B4,9,MORTGAGE,73716.0,Source Verified,Oct-10,Charged Off,debt_consolidation,16.41,Jan-02,2,8,0,58.7,16,9%-13%,2-10,40-60,2-20,85k-112k,145-274,5k-10k
24936,12000,12000, 60 months,13.61,276.8,C,C2,7,RENT,32918.64,Not Verified,Oct-10,Charged Off,house,10.97,Aug-98,2,7,0,60.4,12,13%-17%,2-10,60-80,2-20,31k-58k,274-403,10k-15k
24938,2500,2500, 36 months,16.82,88.91,E,E2,2,RENT,14400.0,Not Verified,Oct-10,Charged Off,debt_consolidation,15.75,Aug-07,0,4,0,75.5,4,17%-21%,2-10,60-80,2-20,3k-31k,14-145,0-5k
24939,11200,11200, 36 months,13.98,382.69,C,C3,7,RENT,52800.0,Source Verified,Oct-10,Charged Off,credit_card,24.94,Dec-00,1,8,0,85.0,12,13%-17%,2-10,80-100,2-20,58k-85k,274-403,10k-15k
24943,10000,10000, 60 months,19.04,259.63,F,F3,2,RENT,58000.0,Source Verified,Oct-10,Charged Off,debt_consolidation,15.43,Oct-96,0,14,0,95.2,18,17%-21%,10-19,80-100,2-20,58k-85k,145-274,5k-10k
24960,7000,7000, 60 months,13.61,161.47,C,C2,3,RENT,50000.0,Verified,Oct-10,Charged Off,other,16.27,Jun-95,0,7,0,35.3,17,13%-17%,2-10,20-40,2-20,58k-85k,145-274,5k-10k
24965,1800,1800, 36 months,13.23,60.85,C,C1,10,RENT,29040.0,Source Verified,Oct-10,Charged Off,car,3.08,Aug-96,1,4,0,5.1,24,13%-17%,2-10,0-20,20-37,31k-58k,14-145,0-5k
24968,14500,14500, 60 months,16.82,358.97,E,E2,7,RENT,32000.0,Source Verified,Oct-10,Charged Off,debt_consolidation,18.71,Nov-02,0,6,0,93.0,10,17%-21%,2-10,80-100,2-20,31k-58k,274-403,10k-15k
24969,11000,11000, 36 months,13.61,373.88,C,C2,5,OWN,100000.0,Verified,Oct-10,Charged Off,debt_consolidation,3.08,Jul-95,0,5,1,79.0,17,13%-17%,2-10,60-80,2-20,112k-140k,274-403,10k-15k
24975,9000,9000, 36 months,15.21,312.92,D,D2,10,MORTGAGE,54000.0,Verified,Oct-10,Charged Off,debt_consolidation,13.8,Oct-90,0,9,0,83.2,27,13%-17%,2-10,80-100,20-37,58k-85k,274-403,5k-10k
24980,2500,2500, 36 months,7.14,77.36,A,A3,3,RENT,36000.0,Source Verified,Oct-10,Charged Off,moving,20.3,Jul-99,1,7,0,46.8,11,5%-9%,2-10,40-60,2-20,31k-58k,14-145,0-5k
24986,4500,4500, 36 months,16.45,159.21,E,E1,2,RENT,21000.0,Source Verified,Oct-10,Charged Off,debt_consolidation,5.26,Jun-07,1,3,0,64.3,5,13%-17%,2-10,60-80,2-20,3k-31k,145-274,0-5k
24987,10000,10000, 36 months,11.49,329.72,B,B4,3,MORTGAGE,60000.0,Verified,Oct-10,Charged Off,small_business,13.46,Oct-99,1,8,0,16.1,15,9%-13%,2-10,0-20,2-20,58k-85k,274-403,5k-10k
24992,12000,12000, 36 months,7.88,375.38,A,A5,9,MORTGAGE,52000.0,Verified,Oct-10,Charged Off,debt_consolidation,6.81,Jun-01,1,8,0,16.5,24,5%-9%,2-10,0-20,20-37,58k-85k,274-403,10k-15k
24999,7750,7750, 36 months,7.51,241.11,A,A4,1,MORTGAGE,21424.0,Verified,Oct-10,Charged Off,debt_consolidation,23.24,Jan-01,0,5,0,58.0,10,5%-9%,2-10,40-60,2-20,3k-31k,145-274,5k-10k
25001,14000,14000, 36 months,14.72,483.4,C,C5,5,OWN,45500.0,Verified,Oct-10,Charged Off,debt_consolidation,21.52,Oct-99,1,5,0,87.7,39,13%-17%,2-10,80-100,37-55,31k-58k,403-531,10k-15k
25008,8000,8000, 60 months,11.49,175.91,B,B4,4,RENT,48000.0,Source Verified,Oct-10,Charged Off,credit_card,4.58,May-03,3,4,0,38.9,20,9%-13%,2-10,20-40,20-37,31k-58k,145-274,5k-10k
25019,4800,4800, 36 months,13.98,164.01,C,C3,7,RENT,38400.0,Source Verified,Oct-10,Charged Off,debt_consolidation,7.75,Jan-98,0,6,0,92.5,17,13%-17%,2-10,80-100,2-20,31k-58k,145-274,0-5k
25029,24250,24250, 60 months,11.49,533.2,B,B4,1,MORTGAGE,95000.0,Verified,Oct-10,Charged Off,debt_consolidation,14.37,Dec-88,0,14,0,37.8,45,9%-13%,10-19,20-40,37-55,112k-140k,531-660,20k-25k
25046,5000,5000, 36 months,13.98,170.84,C,C3,10,OWN,16800.0,Not Verified,Oct-10,Charged Off,home_improvement,8.29,Oct-97,0,6,1,67.2,22,13%-17%,2-10,60-80,20-37,3k-31k,145-274,0-5k
25059,2000,2000, 36 months,14.35,68.7,C,C4,1,RENT,38400.0,Not Verified,Oct-10,Charged Off,debt_consolidation,17.94,Sep-05,0,10,0,80.4,14,13%-17%,2-10,80-100,2-20,31k-58k,14-145,0-5k
25097,20000,20000, 60 months,20.9,539.95,G,G3,5,MORTGAGE,69000.0,Verified,Oct-10,Charged Off,debt_consolidation,21.72,Oct-00,0,12,0,91.0,41,21%-24%,10-19,80-100,37-55,58k-85k,531-660,15k-20k
25100,6000,6000, 36 months,16.45,212.28,E,E1,5,MORTGAGE,65600.0,Not Verified,Oct-10,Charged Off,debt_consolidation,20.62,Dec-97,3,17,1,99.0,23,13%-17%,10-19,80-100,20-37,58k-85k,145-274,5k-10k
25101,8000,8000, 36 months,14.84,276.7,D,D1,0,RENT,70000.0,Source Verified,Oct-10,Charged Off,credit_card,4.27,May-99,0,5,0,71.8,17,13%-17%,2-10,60-80,2-20,58k-85k,274-403,5k-10k
25105,8000,8000, 60 months,16.32,195.91,D,D5,2,MORTGAGE,40000.0,Source Verified,Oct-10,Charged Off,home_improvement,1.66,Jun-89,2,9,0,71.8,19,13%-17%,2-10,60-80,2-20,31k-58k,145-274,5k-10k
25115,3250,3250, 36 months,14.35,111.64,C,C4,4,RENT,10200.0,Verified,Oct-10,Charged Off,debt_consolidation,14.82,Feb-07,0,6,0,67.4,9,13%-17%,2-10,60-80,2-20,3k-31k,14-145,0-5k
25117,4000,4000, 60 months,13.23,91.49,C,C1,2,OWN,35000.0,Not Verified,Oct-10,Charged Off,home_improvement,16.59,Dec-65,1,12,1,55.3,19,13%-17%,10-19,40-60,2-20,31k-58k,14-145,0-5k
25135,24000,24000, 60 months,17.56,603.72,E,E4,10,MORTGAGE,96000.0,Verified,Oct-10,Charged Off,debt_consolidation,17.45,Nov-98,2,13,0,72.4,35,17%-21%,10-19,60-80,20-37,112k-140k,531-660,20k-25k
25142,8000,8000, 60 months,16.45,196.47,E,E1,3,RENT,40000.0,Verified,Oct-10,Charged Off,credit_card,15.72,Jul-98,1,11,1,64.5,25,13%-17%,10-19,60-80,20-37,31k-58k,145-274,5k-10k
25144,9600,9600, 60 months,15.21,229.45,D,D2,4,MORTGAGE,90000.0,Source Verified,Sep-10,Charged Off,debt_consolidation,6.17,Aug-85,3,15,0,51.1,24,13%-17%,10-19,40-60,20-37,85k-112k,145-274,5k-10k
25156,7000,7000, 60 months,10.75,151.33,B,B2,10,OWN,13740.0,Verified,Sep-10,Charged Off,debt_consolidation,10.66,Sep-86,0,5,0,29.2,10,9%-13%,2-10,20-40,2-20,3k-31k,145-274,5k-10k
25158,10000,10000, 60 months,15.21,239.01,D,D2,2,RENT,48000.0,Source Verified,Sep-10,Charged Off,other,11.25,Feb-96,2,7,0,39.2,11,13%-17%,2-10,20-40,2-20,31k-58k,145-274,5k-10k
25171,6000,6000, 36 months,11.12,196.78,B,B3,7,RENT,68065.44,Verified,Oct-10,Charged Off,debt_consolidation,16.22,May-97,1,6,0,14.1,23,9%-13%,2-10,0-20,20-37,58k-85k,145-274,5k-10k
25176,8400,8400, 60 months,13.61,193.76,C,C2,0,RENT,35400.0,Not Verified,Sep-10,Charged Off,major_purchase,17.56,Apr-94,1,21,1,39.1,34,13%-17%,19-27,20-40,20-37,31k-58k,145-274,5k-10k
25179,18250,18250, 60 months,13.23,417.4,C,C1,6,RENT,29784.0,Not Verified,Sep-10,Charged Off,debt_consolidation,12.65,Nov-99,5,10,0,32.3,15,13%-17%,2-10,20-40,2-20,31k-58k,403-531,15k-20k
25223,22750,22750, 60 months,16.82,563.2,E,E2,9,MORTGAGE,70000.0,Verified,Oct-10,Charged Off,debt_consolidation,22.15,Dec-90,3,21,0,43.1,60,17%-21%,19-27,40-60,55-74,58k-85k,531-660,20k-25k
25224,18000,18000, 60 months,11.49,395.78,B,B4,10,MORTGAGE,54000.0,Verified,Sep-10,Charged Off,debt_consolidation,19.04,Jan-91,0,14,0,41.4,40,9%-13%,10-19,40-60,37-55,58k-85k,274-403,15k-20k
25227,7200,7200, 36 months,10.38,233.62,B,B1,2,RENT,55700.0,Not Verified,Sep-10,Charged Off,debt_consolidation,16.5,Feb-99,2,11,0,63.3,21,9%-13%,10-19,60-80,20-37,58k-85k,145-274,5k-10k
25232,8000,8000, 36 months,15.58,279.61,D,D3,10,OWN,45678.84,Not Verified,Sep-10,Charged Off,debt_consolidation,12.01,Nov-94,0,6,1,91.5,22,13%-17%,2-10,80-100,20-37,31k-58k,274-403,5k-10k
25234,10000,10000, 36 months,10.38,324.46,B,B1,7,RENT,30000.0,Verified,Sep-10,Charged Off,credit_card,8.88,Apr-02,0,12,0,46.2,18,9%-13%,10-19,40-60,2-20,31k-58k,274-403,5k-10k
25248,5000,5000, 36 months,11.49,164.86,B,B4,7,MORTGAGE,86700.0,Source Verified,Sep-10,Charged Off,moving,18.39,Oct-94,3,14,0,66.9,42,9%-13%,10-19,60-80,37-55,85k-112k,145-274,0-5k
25260,5000,5000, 36 months,7.88,156.41,A,A5,8,OWN,65000.0,Not Verified,Sep-10,Charged Off,debt_consolidation,16.78,Oct-03,1,13,0,18.6,33,5%-9%,10-19,0-20,20-37,58k-85k,145-274,0-5k
25271,13000,13000, 36 months,7.88,406.66,A,A5,3,RENT,54000.0,Source Verified,Sep-10,Charged Off,other,5.47,Jun-01,2,10,0,54.1,18,5%-9%,2-10,40-60,2-20,58k-85k,403-531,10k-15k
25275,10000,10000, 60 months,11.49,219.88,B,B4,10,MORTGAGE,100000.0,Source Verified,Sep-10,Charged Off,small_business,4.37,Jun-01,3,7,1,7.0,18,9%-13%,2-10,0-20,2-20,112k-140k,145-274,5k-10k
25276,6000,6000, 36 months,7.88,187.69,A,A5,5,RENT,35000.0,Source Verified,Sep-10,Charged Off,debt_consolidation,4.46,May-97,0,6,1,49.3,26,5%-9%,2-10,40-60,20-37,31k-58k,145-274,5k-10k
25283,15000,15000, 60 months,17.56,377.33,E,E4,3,RENT,85000.0,Verified,Sep-10,Charged Off,debt_consolidation,15.85,Jun-92,0,8,0,88.3,20,17%-21%,2-10,80-100,20-37,85k-112k,274-403,10k-15k
25293,6000,6000, 36 months,11.49,197.83,B,B4,2,RENT,30000.0,Not Verified,Sep-10,Charged Off,moving,13.68,Jan-02,0,8,0,0.0,26,9%-13%,2-10,0-20,20-37,31k-58k,145-274,5k-10k
25297,5000,5000, 36 months,7.14,154.71,A,A3,10,MORTGAGE,54000.0,Not Verified,Sep-10,Charged Off,home_improvement,10.71,Dec-01,1,15,0,7.3,29,5%-9%,10-19,0-20,20-37,58k-85k,145-274,0-5k
25307,1400,1400, 36 months,11.49,46.16,B,B4,5,RENT,41652.0,Not Verified,Sep-10,Charged Off,debt_consolidation,16.13,Oct-94,0,13,0,78.0,31,9%-13%,10-19,60-80,20-37,31k-58k,14-145,0-5k
25317,6000,6000, 36 months,16.45,212.28,E,E1,0,RENT,50000.0,Source Verified,Sep-10,Charged Off,debt_consolidation,0.79,Aug-92,1,2,0,19.0,18,13%-17%,2-10,0-20,2-20,58k-85k,145-274,5k-10k
25326,8000,8000, 60 months,10.38,171.48,B,B1,1,RENT,67000.0,Not Verified,Sep-10,Charged Off,debt_consolidation,15.73,Jan-92,1,7,0,38.1,19,9%-13%,2-10,20-40,2-20,58k-85k,145-274,5k-10k
25328,5600,5600, 36 months,13.23,189.31,C,C1,0,RENT,39000.0,Source Verified,Sep-10,Charged Off,educational,22.0,Oct-03,0,15,0,66.3,34,13%-17%,10-19,60-80,20-37,31k-58k,145-274,5k-10k
25329,10000,10000, 36 months,7.88,312.82,A,A5,10,OWN,45000.0,Not Verified,Sep-10,Charged Off,home_improvement,11.89,Jan-94,0,8,0,39.2,25,5%-9%,2-10,20-40,20-37,31k-58k,274-403,5k-10k
25330,24000,24000, 60 months,20.16,638.0,G,G1,9,MORTGAGE,78000.0,Not Verified,Sep-10,Charged Off,home_improvement,1.82,Jan-02,3,11,0,29.5,18,17%-21%,10-19,20-40,2-20,85k-112k,531-660,20k-25k
25334,8500,8500, 36 months,13.23,287.35,C,C1,2,RENT,45000.0,Verified,Oct-10,Charged Off,debt_consolidation,7.23,Mar-79,3,8,0,59.3,13,13%-17%,2-10,40-60,2-20,31k-58k,274-403,5k-10k
25336,6000,6000, 60 months,11.49,131.93,B,B4,3,RENT,42000.0,Not Verified,Sep-10,Charged Off,debt_consolidation,19.71,Dec-00,1,18,0,0.8,41,9%-13%,10-19,0-20,37-55,31k-58k,14-145,5k-10k
25339,2000,2000, 36 months,13.61,67.98,C,C2,4,RENT,50004.0,Verified,Sep-10,Charged Off,major_purchase,12.0,Mar-95,0,8,0,95.5,10,13%-17%,2-10,80-100,2-20,58k-85k,14-145,0-5k
25342,4800,4800, 60 months,13.98,111.64,C,C3,3,RENT,80000.0,Source Verified,Sep-10,Charged Off,medical,11.26,Jun-97,2,5,1,0.2,22,13%-17%,2-10,0-20,20-37,85k-112k,14-145,0-5k
25345,9600,9600, 60 months,11.86,212.87,B,B5,10,MORTGAGE,50400.0,Source Verified,Sep-10,Charged Off,home_improvement,3.36,Jan-97,0,10,0,4.4,20,9%-13%,2-10,0-20,20-37,58k-85k,145-274,5k-10k
25348,12000,12000, 60 months,16.82,297.08,E,E2,1,RENT,54000.0,Not Verified,Sep-10,Charged Off,debt_consolidation,13.4,May-05,2,8,0,88.9,10,17%-21%,2-10,80-100,2-20,58k-85k,274-403,10k-15k
25351,10000,10000, 60 months,13.23,228.71,C,C1,10,MORTGAGE,41000.0,Verified,Oct-10,Charged Off,renewable_energy,10.1,Dec-93,2,3,0,77.8,8,13%-17%,2-10,60-80,2-20,31k-58k,145-274,5k-10k
25358,12000,12000, 36 months,13.61,407.87,C,C2,6,MORTGAGE,78000.0,Verified,Sep-10,Charged Off,debt_consolidation,22.73,May-02,1,14,0,40.9,27,13%-17%,10-19,40-60,20-37,85k-112k,403-531,10k-15k
25364,3000,3000, 60 months,13.98,69.78,C,C3,10,OWN,74400.0,Source Verified,Sep-10,Charged Off,home_improvement,1.18,Sep-95,3,6,0,38.9,16,13%-17%,2-10,20-40,2-20,85k-112k,14-145,0-5k
25367,20000,20000, 60 months,20.53,535.8,G,G2,10,MORTGAGE,93000.0,Verified,Sep-10,Charged Off,small_business,11.39,Aug-98,0,9,0,87.7,25,17%-21%,2-10,80-100,20-37,112k-140k,531-660,15k-20k
25369,7000,7000, 36 months,15.58,244.66,D,D3,0,RENT,38000.0,Source Verified,Oct-10,Charged Off,debt_consolidation,2.49,Jan-01,3,3,0,96.2,4,13%-17%,2-10,80-100,2-20,31k-58k,145-274,5k-10k
25371,2400,2400, 60 months,13.61,55.36,C,C2,0,RENT,19200.0,Source Verified,Sep-10,Charged Off,small_business,23.75,Oct-04,0,5,0,72.7,11,13%-17%,2-10,60-80,2-20,3k-31k,14-145,0-5k
25378,5000,5000, 36 months,7.88,156.41,A,A5,10,MORTGAGE,70000.0,Not Verified,Sep-10,Charged Off,home_improvement,16.61,Sep-87,2,18,0,45.1,53,5%-9%,10-19,40-60,37-55,58k-85k,145-274,0-5k
25379,8000,8000, 36 months,10.38,259.57,B,B1,10,RENT,78000.0,Source Verified,Sep-10,Charged Off,debt_consolidation,2.8,Feb-98,2,15,0,14.0,35,9%-13%,10-19,0-20,20-37,85k-112k,145-274,5k-10k
25384,7000,7000, 60 months,16.45,171.91,E,E1,0,RENT,25000.0,Source Verified,Sep-10,Charged Off,wedding,14.93,Jul-97,3,9,0,45.2,11,13%-17%,2-10,40-60,2-20,3k-31k,145-274,5k-10k
